,Facility ID,Facility Name,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Amount/tons,Direction,Destiny
262,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,1151.39,Outgoing (self),BU (Daily Cover)
263,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,419.17,Outgoing (self),BU (Daily Cover)
264,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,10767.55,Outgoing (self),BU (Daily Cover)
265,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,184.06,Outgoing (self),BU (Daily Cover)
266,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,174.85,Outgoing (self),BU (Daily Cover)
267,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,771.68,Outgoing (self),BU (Daily Cover)
268,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Contaminated Soil,2020,self,self,531.03,Outgoing (self),BU (Daily Cover)
269,[32S11],Allied Waste Niagara Falls Landfill,Landfill,MSW Ash,2020,self,self,2680.72,Outgoing (self),BU (Daily Cover)
270,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Auto Fluff (Cover),2020,self,self,5761.77,Outgoing (self),BU (Daily Cover)
271,[32S11],Allied Waste Niagara Falls Landfill,Landfill,Other,2020,self,self,5197.18,Outgoing (self),BU (Daily Cover)
